,Overall,Even Strength,Power Play,Shorthanded,,,,,,,,,,,,,,,,,
Name,Compare,Pos,Age,Team,GP,Total Dist.,Distance/60,Top Game,Top Period,Total Dist.,Distance/60,Top Game,Top Period,Total Dist.,Distance/60,Top Game,Top Period,Total Dist.,Distance/60,Top Game,Top Period
TYSON FOERSTER,,L,24.4,PHI,29,76.38,9.14,3.26,1.12,63.58,9.48,2.65,1.01,7.87,7.33,0.61,0.4,4.93,8.46,0.48,0.29
BRAYDEN PACHAL,,D,26.8,CGY,39,74.95,8.31,2.71,1.01,71.68,8.4,2.63,0.95,0.01,6.44,0.01,0.01,3.26,6.7,0.32,0.2
RODRIGO ABOLS,,C,30.4,PHI,42,74.26,10.1,2.45,1.18,69.72,10.15,2.4,1.11,0.22,8.11,0.06,0.06,4.32,9.49,0.38,0.3
NILS HOGLANDER,,R,25.5,VAN,38,73.65,10.09,2.59,1.01,72.29,10.09,2.59,0.99,1.36,10.52,0.35,0.35,0,5.36,0,0
JANSEN HARKINS,,C,29.0,ANA,44,73.3,10.42,2.66,1.11,71.25,10.46,2.51,1.11,1.54,9.13,0.3,0.3,0.5,9.91,0.38,0.2
STEFAN NOESEN,,L,33.3,N.J,38,72.21,9.7,2.59,1.18,63.59,9.95,2.4,1.18,8.27,8.09,0.79,0.43,0.35,10.3,0.2,0.2
MAXIM TSYPLAKOV,,R,27.7,N.J,49,71.52,9.6,2.25,0.94,70.48,9.59,2.25,0.93,1.04,10.67,0.3,0.21,0,4.46,0,0
ZAKHAR BARDAKOV,,C,25.3,COL,60,71.48,9.92,2.14,0.93,70.46,9.97,2.14,0.93,0.4,6.89,0.19,0.19,0.63,8.11,0.26,0.18
TYLER SEGUIN,,C,34.3,DAL,27,71.47,9.53,4,1.35,62.46,9.71,3.35,1.35,7.8,8.34,0.6,0.42,1.2,9.31,0.14,0.14
OTTO STENBERG,,L,21.0,STL,32,70.6,9.72,2.54,1.05,64.46,9.86,2.41,1.05,1.22,7.83,0.43,0.23,4.92,8.59,0.44,0.42
ALEXANDER KERFOOT,,L,31.8,UTA,34,70.59,9.74,2.82,1.08,60.95,9.89,2.59,0.92,1.9,8.52,0.33,0.18,7.74,9.01,0.55,0.31
ISAK ROSEN,,R,23.2,WPG,37,70.42,9.93,2.81,1.09,62.28,10.16,2.53,1.09,8.13,8.43,0.69,0.45,0,0,0,0
IGOR CHERNYSHOV,,L,20.5,S.J,28,69.74,9.92,3.19,1.28,64.71,9.96,2.84,1.13,4.94,9.33,0.5,0.35,0,0,0.08,0.08
KYLE PALMIERI,,R,35.3,NYI,25,69.29,8.81,3.26,1.21,53.45,9.52,2.71,1.04,10.34,6.77,0.79,0.39,5.5,7.59,0.47,0.41
JACK FINLEY,,C,23.8,STL,44,68.93,9.68,2.35,0.95,64.26,9.9,2.33,0.95,0.69,6.27,0.19,0.19,3.98,7.65,0.58,0.25
CURTIS LAZAR,,R,31.3,EDM,45,68.01,10.17,2.13,0.87,64.39,10.27,2.07,0.87,0.04,6.85,0.03,0.03,3.59,8.64,0.38,0.21
ZACH METSA,,D,27.6,BUF,43,67.56,8.6,2.41,1.08,65.95,8.66,2.28,1.06,0.24,9.04,0.22,0.22,1.37,6.2,0.44,0.22
SAMUEL HELENIUS,,C,23.5,L.A,53,67.39,9.56,1.92,0.76,67.15,9.56,1.92,0.76,0.17,9.78,0.03,0.03,0.07,7.42,0.04,0.03
MICHAEL KESSELRING,,D,26.4,S.J,34,66.99,8.83,2.8,1.13,63.76,8.95,2.8,1.13,0.01,11.2,0.01,0.01,3.22,6.96,0.39,0.3
OZZY WIESBLATT,,R,24.2,NSH,40,65.78,9.69,2.35,0.95,62.29,9.82,2.35,0.95,0.07,6.93,0.04,0.04,3.42,7.88,0.34,0.3
LENNI HAMEENAHO,,L,21.6,N.J,33,64.71,9.66,2.78,1.04,62.58,9.72,2.78,1.04,2.13,8.1,0.3,0.26,0,0,0,0
URHO VAAKANAINEN,,D,27.4,NYR,34,64.15,8.17,2.58,1.07,61.9,8.26,2.43,1.07,0.03,6.77,0.02,0.02,2.22,6.21,0.32,0.19
EGOR ZAMULA,,D,26.2,CBJ,33,63.96,8.9,3.3,1.24,62.17,8.96,3.08,1.13,0.01,6.37,0.01,0.01,1.78,7.31,0.39,0.17
SCOTT MORROW,,D,23.6,NYR,29,63.75,8.42,3.03,1.09,57.47,8.36,2.34,1.01,6.21,8.96,0.8,0.52,0.08,7.71,0.05,0.05
JEFF SKINNER,,L,34.0,,32,62.84,9.55,2.6,1.18,54.58,9.66,2.31,0.92,8.26,8.84,0.62,0.39,0,0,0,0
PIERRE-OLIVIER JOSEPH,,D,26.9,VAN,31,61.61,8.96,2.44,1,58.83,8.89,2.44,1,0.23,9.87,0.09,0.09,2.55,10.76,0.72,0.3
LUKAS REICHEL,,L,24.0,BOS,29,61.51,10.22,3.15,1.14,59.09,10.28,2.8,1.14,2.28,9,0.45,0.32,0.15,10.61,0.07,0.07
RYAN REAVES,,R,39.4,S.J,50,61.27,9.42,1.82,0.74,61.13,9.43,1.82,0.74,0.12,7.65,0.04,0.04,0.02,2.34,0.02,0.02
ALEC REGULA,,D,25.8,EDM,29,60.67,8.68,3.1,1.15,57.65,8.75,2.97,1.15,0.07,11.9,0.07,0.07,2.96,7.48,0.31,0.23
DMITRI SIMASHEV,,D,21.3,UTA,28,60.61,8.6,2.98,1.18,59.98,8.62,2.98,1.18,0.09,8.79,0.04,0.04,0.55,6.65,0.12,0.12
VINCENT IORIO,,D,23.6,NYR,27,60.06,8.48,3.37,1.3,56.28,8.67,2.92,1.03,0.2,8.73,0.09,0.09,3.58,6.34,0.45,0.29
KYLE CAPOBIANCO,,D,28.8,DAL,33,59.98,8.99,2.53,1.09,57.86,8.98,2.35,0.97,2.09,9.42,0.41,0.27,0.04,7.21,0.03,0.03
DANIIL BUT,,R,21.3,UTA,29,59.8,9.92,2.44,1.02,54.46,10.13,2.22,0.95,5.32,8.17,0.45,0.32,0.02,7.19,0.02,0.02
KEVIN HAYES,,C,34.1,PIT,28,59.61,10.24,3.12,1.16,54.9,10.36,2.82,1.02,4.68,9.08,0.53,0.39,0.03,7.69,0.03,0.03
JOHN BEECHER,,C,25.2,CGY,35,58.98,9.69,2.49,0.87,51.29,10,2.14,0.84,0.35,9.46,0.09,0.06,7.34,7.99,0.5,0.49
NOAH GREGOR,,R,27.9,FLA,37,58.84,9.98,2.49,1.03,55.97,10.04,2.33,0.87,1.27,9.2,0.32,0.19,1.6,8.89,0.39,0.22
NIKITA NESTERENKO,,L,24.7,ANA,29,58.41,9.86,2.75,1.24,54.02,9.86,2.47,0.99,0.37,9.81,0.14,0.14,4.02,9.84,0.65,0.35
JACOB MELANSON,,R,23.1,SEA,36,57.85,10.29,2.31,0.9,57.78,10.29,2.31,0.9,0.07,10.94,0.04,0.04,0,0,0,0
DAEMON HUNT,,D,24.1,MIN,32,57.46,8.67,3.12,1.28,53.09,8.82,3.05,1.18,0.83,9.62,0.49,0.32,3.54,6.78,0.41,0.25
JAKE CHRISTIANSEN,,D,26.7,CBJ,40,57.32,8.56,2.15,1.15,56.62,8.6,2.15,1.15,0,0,0.02,0.02,0.68,6.28,0.2,0.16
LIAM O'BRIEN,,L,31.8,UTA,38,56.88,9.82,2.06,0.77,56.73,9.81,2.06,0.77,0,0,0.11,0.11,0,0,0,0
CALE FLEURY,,D,27.5,SEA,23,54.69,8.76,3.06,1.36,51.96,8.81,3.01,1.21,0.83,9.05,0.27,0.27,1.9,7.3,0.34,0.2
ALEXANDER HOLTZ,,R,24.4,VGK,28,54.67,10.2,3.09,1.25,52.06,10.16,2.85,1.03,2.45,11.72,0.44,0.29,0.17,7.04,0.17,0.17
ILYA SOLOVYOV,,D,25.9,PIT,30,54.61,8.57,2.88,1.09,53.5,8.6,2.88,1.09,0.18,10.23,0.13,0.13,0.93,7.01,0.18,0.12
MATTHEW KESSEL,,D,25.9,STL,29,54.09,8.93,2.52,1.09,52.74,8.99,2.31,0.99,0.01,9.44,0.01,0.01,1.34,6.87,0.35,0.16
TAYLOR WARD,,R,28.2,L.A,36,53.71,9.45,2.33,0.99,50.86,9.58,2.3,0.99,2.85,7.65,0.36,0.27,0,0,0,0
ADAM EDSTROM,,C,25.6,NYR,35,53.45,9.69,2.15,0.99,52.99,9.67,2.15,0.93,0.08,10.98,0.03,0.03,0.39,11.33,0.19,0.19
NATE DANIELSON,,C,21.7,DET,28,53.43,10.36,2.38,0.95,46.43,10.43,2.21,0.87,6.95,9.96,0.86,0.63,0.04,4.29,0.04,0.04
ZACHARY L'HEUREUX,,L,23.1,NSH,25,52.49,9.41,2.65,1.14,44.58,9.64,2.27,0.94,1.5,8.08,0.36,0.29,6.41,8.33,0.98,0.64
ADAM BOQVIST,,D,25.8,NYI,28,52.47,8.59,2.76,1.1,50.12,8.56,2.53,1.1,1.89,9.31,0.41,0.2,0.46,8.36,0.18,0.12
PAVOL REGENDA,,L,26.5,S.J,24,50.47,9.45,2.82,1.03,44.88,9.57,2.72,1.03,5.03,8.56,0.77,0.37,0.56,9.24,0.19,0.19
JOSH DUNNE,,R,27.5,BUF,34,50.08,9.33,2.15,0.91,49.59,9.36,2.15,0.91,0.13,7.04,0.09,0.09,0.35,6.66,0.12,0.12
TRAVIS HAMONIC,,D,35.8,DET,26,49.83,8,2.42,1.04,45.1,8.2,2.29,1.04,0.16,7.92,0.07,0.07,4.57,6.43,0.42,0.3
JOSHUA MAHURA,,D,28.1,SEA,23,49.46,8.24,2.6,1.02,46.02,8.35,2.45,1.02,0,0,0.21,0.17,3.02,6.57,0.37,0.18
ISAAC HOWARD,,L,22.2,EDM,29,49.25,9.88,2.31,1.02,47.1,9.92,2.3,0.91,2.15,9.09,0.28,0.25,0,0,0,0
JANI NYMAN,,L,21.8,SEA,28,49.16,9.97,2.37,1.05,46.46,10.2,2.36,0.89,2.59,6.88,0.48,0.37,0.11,0,0.11,0.11
NATHAN BASTIAN,,R,28.5,DAL,36,48.84,9.42,2.13,0.9,48.76,9.42,2.13,0.9,0.08,9.14,0.03,0.03,0,0,0,0
COLE SCHWINDT,,C,25.1,FLA,29,48.71,10.04,2.62,1.3,44.31,10.17,2.45,0.97,1.15,10.47,0.6,0.55,3.24,8.47,0.57,0.23
RYAN GRAVES,,D,31.0,PIT,22,48.41,8.63,2.82,0.99,47.03,8.68,2.66,0.96,0.02,10.44,0.02,0.02,1.36,7.09,0.35,0.14
DECLAN CHISHOLM,,D,26.4,WSH,26,47.6,8,2.42,0.99,45.36,7.97,2.39,0.91,1.41,10.39,0.47,0.38,0.83,6.99,0.14,0.14
VICTOR MANCINI,,D,24.0,VAN,24,47.02,8.56,2.57,1.16,45.69,8.58,2.41,1.04,0.44,11.3,0.16,0.16,0.89,6.83,0.15,0.15
CURTIS DOUGLAS,,L,26.2,VAN,43,46.79,9.67,1.99,0.79,46.68,9.68,1.99,0.79,0,0,0,0,0.11,10.1,0.07,0.07
RUTGER MCGROARTY,,L,22.2,PIT,24,46.55,9.73,2.52,0.97,45.23,9.79,2.52,0.97,0.65,9.76,0.19,0.19,0.67,6.71,0.23,0.15
JACK ST. IVANY,,D,26.9,PIT,20,46.5,8.54,3.05,1.27,43.48,8.69,2.93,1.27,0,0,0.18,0.18,2.82,6.47,0.65,0.41
BRAD LAMBERT,,R,22.5,WPG,25,46.37,10.3,2.38,1.13,40.87,10.4,2.31,0.96,5.5,9.6,0.54,0.37,0,0,0,0
JARED WRIGHT,,R,23.5,L.A,23,45.87,10.47,2.43,1.14,45.68,10.46,2.43,1.14,0,0,0,0,0,0,0.1,0.1
TOMAS NOSEK,,C,33.8,FLA,21,45.33,9.18,2.55,1,39.18,9.43,2.43,0.88,0.07,8.38,0.03,0.02,6.08,7.83,0.69,0.41
BRENDAN GAUNCE,,C,32.2,CBJ,25,44.79,9.03,2.39,1.19,38.87,9.18,2.08,1.05,0,0,0.23,0.17,5.65,8.05,0.57,0.32
SONNY MILANO,,R,30.1,WSH,31,44.37,9.67,2.61,1.23,38.78,9.58,2.6,1.22,5.59,10.33,0.7,0.52,0,0,0,0
EVGENII DADONOV,,L,37.2,N.J,24,43.67,10.25,2.56,1.07,41.13,10.3,2.56,0.96,2.54,9.47,0.61,0.33,0,3.52,0,0
NICOLAS DESLAURIERS,,L,35.3,CAR,31,43.26,9.8,2.11,0.97,43.05,9.81,2.11,0.89,0,4.8,0,0,0.2,7.87,0.16,0.16
DAVID JIRICEK,,D,22.5,PHI,26,42.92,8.24,2.69,1.04,41.64,8.34,2.69,1.04,0.33,7.42,0.32,0.2,0.96,5.63,0.15,0.12
TYLER PITLICK,,C,34.6,MIN,32,42.72,10.31,2.4,1.12,42.53,10.31,2.25,0.97,0.15,9.68,0.15,0.15,0.05,7.57,0.05,0.05
ZACHARY ASTON-REESE,,L,31.8,CBJ,27,42.23,9.64,2.22,1.04,39.94,9.76,2.22,1.04,0.13,8.07,0.13,0.13,2.16,7.92,0.51,0.3
SAM LAFFERTY,,C,31.2,CHI,29,41.88,10.08,2,0.83,41.83,10.08,2,0.83,0.06,9.22,0.04,0.04,0,0,0,0
JOSH SAMANSKI,,C,24.2,EDM,24,41.54,9.84,2.57,0.98,39.86,9.89,2.38,0.91,0.07,7.49,0.07,0.07,1.61,8.68,0.34,0.3
JAROSLAV CHMELAR,,R,22.9,NYR,28,41.51,9.72,2.27,1.05,41.2,9.73,2.2,1.02,0.31,9.1,0.19,0.19,0.01,6.02,0.01,0.01
ARSHDEEP BAINS,,L,25.4,VAN,28,41.31,9.62,2.41,0.87,39.3,9.61,2.14,0.87,1.36,10.88,0.35,0.21,0.65,8.12,0.33,0.2
COLTON WHITE,,D,29.1,N.J,23,41.13,8.76,2.11,0.92,40.88,8.77,2.1,0.92,0,0,0,0,0.26,6.87,0.17,0.08
STEPHEN HALLIDAY,,C,23.9,OTT,30,40.76,9.58,2.39,0.95,32.71,9.94,2.22,0.76,8.05,8.36,0.69,0.39,0,0.95,0,0
ROBBY FABBRI,,L,30.4,MIN,21,40.49,9.8,2.47,1.04,39.46,9.86,2.29,1.04,0.61,7.81,0.32,0.2,0.42,8.21,0.13,0.13
JACOB QUILLAN,,C,24.3,TOR,23,39.55,10.05,2.7,1.09,34.61,10.27,2.45,1.02,0.09,10.81,0.08,0.08,4.86,8.67,0.73,0.4
JUHO LAMMIKKO,,L,30.3,,24,38.77,9.81,2.25,0.9,38.5,9.82,2.22,0.9,0.1,8.78,0.06,0.04,0.17,9.69,0.08,0.08
BEN JONES,,C,27.3,MIN,28,38.44,9.33,2.01,0.99,37.33,9.4,1.86,0.82,0.2,6.73,0.17,0.17,0.92,7.5,0.21,0.15
ARTTU HYRY,,C,25.2,DAL,20,38.08,9.7,2.51,0.99,31.67,9.84,2.04,0.88,0,0,0.05,0.05,6.23,9.01,0.53,0.49
MARTIN POSPISIL,,R,26.5,CGY,22,36.77,9.88,2.29,1.29,36.15,9.86,2.19,1.2,0,0,0.09,0.09,0.34,9.01,0.16,0.16
DAVID TOMASEK,,C,30.3,,22,35.97,9.12,2.51,1.05,31.01,9.46,2.44,1.05,4.97,7.54,0.79,0.5,0,0,0,0
MATT REMPE,,R,23.9,NYR,26,35.68,9.56,2.14,0.78,34.7,9.65,2.03,0.78,0.96,7.19,0.2,0.15,0.02,8.87,0.02,0.02
SCOTT SABOURIN,,R,33.8,T.B,26,34.68,10.06,1.97,0.85,34.66,10.06,1.97,0.85,0.02,11.29,0.02,0.02,0,0,0,0
JUSTIN KIRKLAND,,C,29.8,CGY,20,32.52,9.93,2.09,0.8,27.77,10.2,2.05,0.79,0.11,11.55,0.05,0.05,4.65,8.59,0.61,0.36
SAMMY BLAIS,,L,30.0,MTL,21,30.28,10.27,1.9,0.82,29.96,10.22,1.9,0.82,0,0,0.16,0.16,0,0,0,0
MAX JONES,,L,28.3,EDM,21,29.14,9.98,1.9,0.87,29.12,9.99,1.9,0.87,0.02,3.65,0.02,0.02,0,0,0,0
JUUSO PARSSINEN,,C,25.3,NYR,20,28.74,9.75,2.17,0.77,28.58,9.75,2.17,0.77,0.01,9.62,0.01,0.01,0.15,10.05,0.09,0.09
